house_id,Type,Location,Area,Bath(s),Bedroom(s),Price
46914828,House,"Wapda Town, Lahore, Punjab",10 Marla,6,5,45000000
47201463,House,"Formanites Housing Scheme, Lahore, Punjab",9 Marla,6,5,31500000
47289103,House,"Bahria Town, Lahore, Punjab",10 Marla,6,5,31500000
46982678,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,33000000
45396227,House,"Gulberg, Lahore, Punjab",4 Kanal,6,10,400000000
47163606,House,"Model Town, Lahore, Punjab",1.8 Kanal,6,6,220000000
47178187,House,"Alfalah Town, Lahore, Punjab",5 Marla,4,3,16000000
47163599,House,"Johar Town, Lahore, Punjab",2 Kanal,6,5,90000000
40701392,House,"Gulberg, Lahore, Punjab",4 Kanal,6,8,400000000
47009812,House,"Bahria Town, Lahore, Punjab",10 Marla,6,5,26500000
46628422,House,"Khayaban-e-Amin, Lahore, Punjab",1 Kanal,6,6,45000000
46847047,Flat,"Land Breeze Housing Society, Lahore, Punjab",5.5 Marla,3,3,26200000
47294973,House,"Bahria Town, Lahore, Punjab",8 Marla,5,4,24000000
47228141,Flat,"Askari, Lahore, Punjab",12 Marla,5,4,43500000
47228140,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,33500000
47227834,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,28000000
47388850,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,23500000
47227833,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,26000000
46999574,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,72500000
47227830,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,36500000
47227832,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,25500000
37120493,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,62500000
46972585,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,6,147500000
46996399,House,"Divine Gardens, Lahore, Punjab",14 Marla,6,5,42500000
46916351,House,"Punjab University Employees Society, Lahore, Punjab",5 Marla,5,4,18500000
47227835,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,28500000
46998441,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,89000000
46458586,House,"Johar Town, Lahore, Punjab",8 Marla,6,6,52500000
47388580,House,"State Life Housing Society, Lahore, Punjab",10 Marla,5,4,31500000
47388564,House,"State Life Housing Society, Lahore, Punjab",1 Kanal,6,5,41500000
46975329,House,"State Life Housing Society, Lahore, Punjab",5 Marla,4,3,21500000
46505382,House,"Architects Engineers Housing Society, Lahore, Punjab",10 Marla,6,5,41500000
47203016,House,"State Life Housing Society, Lahore, Punjab",5 Marla,4,3,23000000
45354446,House,"Sabzazar Scheme, Lahore, Punjab",5 Marla,6,5,25000000
47203023,House,"Walton Road, Lahore, Punjab",7 Marla,4,4,23000000
46971227,House,"DHA Defence, Lahore, Punjab",1.1 Kanal,6,5,125000000
47388517,House,"Raiwind Road, Lahore, Punjab",7 Marla,6,5,36500000
46341278,House,"Awasia Housing Society, Lahore, Punjab",1.5 Kanal,6,5,60000000
46299908,House,"PIA Housing Scheme, Lahore, Punjab",15 Marla,6,5,57500000
46299455,House,"Johar Town, Lahore, Punjab",12 Marla,6,5,45000000
46358839,House,"Gulshan-e-Lahore, Lahore, Punjab",11 Marla,6,6,38000000
47319593,House,"Bahria Town, Lahore, Punjab",10 Marla,6,5,35000000
46862736,House,"State Life Housing Society, Lahore, Punjab",5 Marla,3,3,24000000
47143434,House,"Architects Engineers Housing Society, Lahore, Punjab",10 Marla,5,5,35000000
47313613,House,"Bahria Town, Lahore, Punjab",10 Marla,6,5,31500000
47388806,House,"DHA Defence, Lahore, Punjab",10 Marla,5,4,65000000
46959556,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,62500000
47373084,House,"Bahria Town, Lahore, Punjab",11 Marla,6,5,33000000
46320607,House,"Al-Hafiz Town, Lahore, Punjab",2 Marla,4,3,7500000
46284594,House,"Samanzar Colony, Lahore, Punjab",2 Marla,4,4,8500000
46964501,House,"Johar Town, Lahore, Punjab",5 Marla,5,4,26500000
39759881,House,"DHA Defence, Lahore, Punjab",5 Kanal,6,5,649700000
47388787,House,"DHA Defence, Lahore, Punjab",5 Marla,4,3,23200000
47260948,House,"Central Park Housing Scheme, Lahore, Punjab",5 Marla,4,3,17500000
47388841,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,105000000
47261041,House,"Central Park Housing Scheme, Lahore, Punjab",5 Marla,4,3,17500000
47166447,House,"Ferozepur Road, Lahore, Punjab",4.2 Marla,4,3,15000000
47266705,House,"Ferozepur Road, Lahore, Punjab",5 Marla,4,3,18000000
46970132,House,"NFC 1, Lahore, Punjab",1 Kanal,6,5,71500000
47164470,House,"Ferozepur Road, Lahore, Punjab",5 Marla,3,3,18000000
47271421,House,"Ferozepur Road, Lahore, Punjab",5 Marla,4,3,18500000
47161041,House,"Ferozepur Road, Lahore, Punjab",5 Marla,3,3,18000000
47204054,House,"GT Road, Lahore, Punjab",3 Marla,3,3,11500000
47249888,Flat,"Khayaban-e-Amin, Lahore, Punjab",5 Marla,1,2,6500000
47003496,House,"EME Society, Lahore, Punjab",2 Kanal,6,7,135000000
47357856,House,"Harbanspura, Lahore, Punjab",4.2 Marla,4,3,13000000
47302067,House,"Paragon City, Lahore, Punjab",10 Marla,4,3,42500000
45976609,House,"Defence Road, Lahore, Punjab",10 Marla,5,4,36000000
47388601,House,"Allama Iqbal Town, Lahore, Punjab",10 Marla,6,5,58000000
47388602,House,"Allama Iqbal Town, Lahore, Punjab",10 Marla,6,5,59000000
42206349,House,"Gulberg, Lahore, Punjab",4 Kanal,6,9,500000000
47382757,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,53500000
45195170,House,"Sunfort Gardens, Lahore, Punjab",5 Marla,6,5,22000000
47068982,House,"Johar Town, Lahore, Punjab",5 Marla,4,3,18500000
47384771,House,"Gulshan-e-Ravi, Lahore, Punjab",10 Marla,5,5,60000000
45187797,Flat,"Gulberg, Lahore, Punjab",1.1 Marla,1,1,11000000
47384773,House,"Toheed Park, Lahore, Punjab",9 Marla,5,5,35000000
47384772,House,"Gulshan-e-Ravi, Lahore, Punjab",4.8 Marla,4,4,18500000
47384770,House,"Gulshan-e-Ravi, Lahore, Punjab",3.2 Marla,3,3,17000000
47384766,House,"Gulshan-e-Ravi, Lahore, Punjab",3.2 Marla,3,3,9000000
47384767,House,"New Chauburji Park, Lahore, Punjab",4.5 Marla,4,4,23500000
47384768,House,"Gulshan-e-Ravi, Lahore, Punjab",10 Marla,5,5,42500000
47384763,House,"Gulshan-e-Ravi, Lahore, Punjab",7.5 Marla,4,4,30000000
47388597,House,"Allama Iqbal Town, Lahore, Punjab",10 Marla,6,5,60000000
47388598,House,"Allama Iqbal Town, Lahore, Punjab",10 Marla,6,5,63000000
35044506,House,"Manawan, Lahore, Punjab",2.5 Marla,3,2,4800000
47388599,House,"Allama Iqbal Town, Lahore, Punjab",10 Marla,6,5,65000000
35895242,House,"Ghous Garden, Lahore, Punjab",5 Marla,5,4,13000000
47388600,House,"Allama Iqbal Town, Lahore, Punjab",10 Marla,6,5,57000000
35881937,House,"Ghous Garden, Lahore, Punjab",3.5 Marla,2,2,5500000
34983936,House,"GT Road, Lahore, Punjab",3.5 Marla,4,3,8000000
34812906,House,"Ghous Garden, Lahore, Punjab",3 Marla,3,3,7000000
47356304,House,"Cantt, Lahore, Punjab",4 Marla,3,3,15000000
47373388,House,"Bahria Town, Lahore, Punjab",10.7 Marla,5,4,37000000
47388596,House,"Allama Iqbal Town, Lahore, Punjab",10 Marla,6,5,59000000
47388595,House,"Allama Iqbal Town, Lahore, Punjab",10 Marla,6,5,58000000
47036825,House,"GT Road, Lahore, Punjab",3 Marla,3,3,9300000
46386349,House,"GT Road, Lahore, Punjab",5 Marla,5,4,13400000
45601465,House,"GT Road, Lahore, Punjab",5 Marla,5,4,15500000
46249533,House,"GT Road, Lahore, Punjab",5 Marla,5,5,14000000
45390481,House,"GT Road, Lahore, Punjab",8 Marla,6,8,22800000
46624873,House,"Central Park Housing Scheme, Lahore, Punjab",10 Marla,6,5,25500000
46538710,House,"Township, Lahore, Punjab",10 Marla,6,4,30000000
47215021,Flat,"Askari, Lahore, Punjab",12 Marla,5,4,33500000
47370076,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,34500000
47215019,House,"Askari, Lahore, Punjab",10 Marla,3,3,41500000
47388450,House,"Divine Gardens, Lahore, Punjab",11 Marla,5,4,36500000
47215012,House,"Askari, Lahore, Punjab",10 Marla,3,3,39000000
47215010,House,"Askari, Lahore, Punjab",10 Marla,3,3,40000000
45311570,House,"LDA Avenue, Lahore, Punjab",10 Marla,6,5,35000000
47215008,House,"Askari, Lahore, Punjab",10 Marla,3,3,41000000
45799095,House,"Lahore Medical Housing Society, Lahore, Punjab",5 Marla,6,5,16500000
46672885,House,"Al Rehman Garden, Lahore, Punjab",5 Marla,5,5,16500000
45709942,House,"Lahore Medical Housing Society, Lahore, Punjab",4 Marla,4,3,15000000
47178186,House,"Punjab Small Industries Colony, Lahore, Punjab",14 Marla,5,4,43500000
46194596,House,"Lahore Medical Housing Society, Lahore, Punjab",8.4 Marla,6,6,28000000
46854431,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,20000000
47131380,House,"Paragon City, Lahore, Punjab",5 Marla,4,3,24000000
46498106,House,"Main Canal Bank Road, Lahore, Punjab",5 Marla,4,4,18000000
46737355,House,"Al Noor Park Housing Society, Lahore, Punjab",4 Marla,3,3,7000000
47163723,House,"Airline Housing Society, Lahore, Punjab",2 Kanal,6,5,82500000
46134877,House,"Zaheer Villas, Lahore, Punjab",4 Marla,4,3,13500000
46309257,House,"Township, Lahore, Punjab",5 Marla,3,3,17500000
44908860,House,"Samanabad, Lahore, Punjab",5 Marla,6,6,26000000
45605905,House,"Samanabad, Lahore, Punjab",3 Marla,3,3,13000000
47168617,Penthouse,"Bahria Town, Lahore, Punjab",15.1 Marla,4,3,55000000
46336628,House,"Samanabad, Lahore, Punjab",14 Marla,5,5,62500000
46276346,House,"Cantt, Lahore, Punjab",1.7 Kanal,6,5,215000000
47202665,House,"DHA Defence, Lahore, Punjab",1.2 Kanal,6,5,72500000
46083125,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,74500000
46717963,House,"Valencia Housing Society, Lahore, Punjab",10 Marla,6,6,44500000
46848055,House,"Punjab Govt Employees Society, Lahore, Punjab",17 Marla,6,7,60000000
46914552,House,"Valencia Housing Society, Lahore, Punjab",1 Kanal,6,7,78000000
46882184,House,"GT Road, Lahore, Punjab",5 Marla,6,5,13500000
46914704,House,"Wapda Town, Lahore, Punjab",10 Marla,5,4,33500000
45877352,House,"Johar Town, Lahore, Punjab",5 Marla,5,4,27000000
45859019,Room,"Bahria Orchard, Lahore, Punjab",2.2 Marla,1,1,6250000
47177466,House,"Bahria Orchard, Lahore, Punjab",5 Marla,4,4,14900000
47050969,House,"Al-Hamad Colony (AIT), Lahore, Punjab",5 Marla,6,6,15000000
47019268,House,"Bahria Orchard, Lahore, Punjab",10 Marla,6,5,35500000
47014441,House,"Bahria Town, Lahore, Punjab",5.8 Marla,4,3,27500000
47032885,Flat,"Muslim Town, Lahore, Punjab",2 Marla,2,2,5500000
46256802,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,19000000
46777543,House,"DHA Defence, Lahore, Punjab",10 Marla,5,4,50000000
47182048,House,"Mohafiz Town, Lahore, Punjab",1 Kanal,4,4,22500000
46168317,House,"Chinar Bagh, Lahore, Punjab",6 Marla,4,4,13500000
46484130,House,"Krishan Nagar, Lahore, Punjab",5 Marla,5,10,25000000
44699780,House,"Punjab University Employees Society, Lahore, Punjab",10 Marla,6,6,36000000
47061197,House,"Bahria Orchard, Lahore, Punjab",5 Marla,4,3,17000000
46327102,House,"GT Road, Lahore, Punjab",5 Marla,4,4,12800000
47208029,House,"DHA 11 Rahbar, Lahore, Punjab",10 Marla,5,4,37500000
47388548,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,61500000
47388547,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,95000000
47113476,House,"Johar Town, Lahore, Punjab",5 Marla,6,5,28500000
47113558,House,"Wapda Town, Lahore, Punjab",10 Marla,6,5,45000000
47052992,House,"Walton Road, Lahore, Punjab",2.5 Marla,4,3,11000000
46984487,House,"Walton Road, Lahore, Punjab",4.5 Marla,3,3,17500000
46979697,House,"GT Road, Lahore, Punjab",3 Marla,4,3,7600000
46984291,House,"Walton Road, Lahore, Punjab",4 Marla,5,3,18500000
47008715,House,"GT Road, Lahore, Punjab",4 Marla,5,5,8800000
46516519,House,"DHA Defence, Lahore, Punjab",7 Marla,5,4,47500000
47053170,House,"Walton Road, Lahore, Punjab",3 Marla,3,3,13500000
47018362,House,"GT Road, Lahore, Punjab",3 Marla,4,3,11500000
46962931,House,"GT Road, Lahore, Punjab",5.8 Marla,4,3,19000000
47082175,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,20000000
46734485,House,"PIA Housing Scheme, Lahore, Punjab",1 Kanal,6,5,47500000
46289729,House,"Architects Engineers Housing Society, Lahore, Punjab",10 Marla,6,5,31000000
46983732,House,"PIA Housing Scheme, Lahore, Punjab",10 Marla,6,5,35000000
46278364,House,"Valencia Housing Society, Lahore, Punjab",1 Kanal,6,5,79000000
47388552,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,70000000
46974767,House,"Park View City, Lahore, Punjab",5 Marla,4,4,22000000
46280357,House,"Green City, Lahore, Punjab",5 Marla,4,3,23000000
46571879,House,"Harbanspura, Lahore, Punjab",5 Marla,4,3,18500000
46290432,House,"Harbanspura, Lahore, Punjab",3 Marla,4,3,10000000
46305062,House,"GT Road, Lahore, Punjab",5 Marla,4,4,12000000
47210433,House,"Canal Bank Housing Scheme, Lahore, Punjab",5 Marla,4,3,17500000
47210492,House,"Canal Bank Housing Scheme, Lahore, Punjab",2.5 Marla,4,3,7500000
47210407,House,"Canal Bank Housing Scheme, Lahore, Punjab",5 Marla,2,2,11000000
44017957,House,"Samanabad, Lahore, Punjab",2 Marla,2,3,6500000
47305076,House,"Samanabad, Lahore, Punjab",3.8 Marla,4,4,19000000
46458572,House,"Punjab University Employees Society, Lahore, Punjab",7 Marla,6,5,27000000
47214980,House,"Askari, Lahore, Punjab",12 Marla,5,4,55000000
47214981,House,"Askari, Lahore, Punjab",12 Marla,5,4,54500000
47388465,House,"Paragon City, Lahore, Punjab",10 Marla,5,4,38000000
45840075,House,"LDA Avenue, Lahore, Punjab",10 Marla,6,5,34500000
45840077,House,"LDA Avenue, Lahore, Punjab",11 Marla,6,5,36000000
46168022,House,"Raiwind Road, Lahore, Punjab",1 Kanal,6,5,85000000
47081749,House,"DHA Defence, Lahore, Punjab",5 Marla,4,3,26500000
45768400,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,105000000
47222129,House,"Bahria Orchard, Lahore, Punjab",10 Marla,6,5,36000000
46168432,House,"Johar Town, Lahore, Punjab",2 Kanal,6,5,110000000
47050366,House,"Bahria Nasheman, Lahore, Punjab",5 Marla,5,3,14500000
46491458,House,"Pine Avenue, Lahore, Punjab",3 Marla,4,4,13000000
47063240,House,"Bahria Town, Lahore, Punjab",10 Marla,6,5,32000000
46264319,House,"Wapda Town, Lahore, Punjab",5 Marla,3,3,19500000
45723559,House,"Wapda Town, Lahore, Punjab",10 Marla,6,5,36000000
47260721,House,"Walton Road, Lahore, Punjab",6.5 Marla,4,3,22500000
47215106,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,26000000
47215108,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,25500000
47215104,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,26500000
45724165,House,"Wapda Town, Lahore, Punjab",10 Marla,6,5,47500000
47215102,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,27000000
47214985,House,"Askari, Lahore, Punjab",12 Marla,5,4,52500000
45724425,House,"DHA 11 Rahbar, Lahore, Punjab",10 Marla,5,4,45000000
47047300,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,64500000
47047238,House,"DHA Defence, Lahore, Punjab",2 Kanal,6,5,450000000
46791410,House,"Sabzazar Scheme, Lahore, Punjab",3 Marla,4,4,15000000
47215007,House,"Askari, Lahore, Punjab",10 Marla,3,3,42000000
45722306,House,"Wapda Town, Lahore, Punjab",1 Kanal,6,5,60000000
45825697,House,"Al Rehman Garden, Lahore, Punjab",3 Marla,3,3,10500000
45467536,House,"Gulberg, Lahore, Punjab",1 Kanal,6,5,115000000
46024245,House,"Gulberg, Lahore, Punjab",1 Kanal,6,5,105000000
45688818,House,"LDA Avenue, Lahore, Punjab",10 Marla,6,7,34500000
45688189,House,"Johar Town, Lahore, Punjab",7.5 Marla,6,7,41500000
45662992,House,"Al Rehman Garden, Lahore, Punjab",5 Marla,6,5,13500000
46957178,House,"OPF Housing Scheme, Lahore, Punjab",10 Marla,5,4,40000000
46236778,House,"Al Rehman Garden, Lahore, Punjab",5 Marla,6,5,16500000
46666510,House,"Al Rehman Garden, Lahore, Punjab",5 Marla,6,5,17500000
46397660,House,"Sukh Chayn Gardens, Lahore, Punjab",10 Marla,6,4,34000000
47203327,House,"Shadab Garden, Lahore, Punjab",7.5 Marla,6,6,23500000
47205852,House,"Park View City, Lahore, Punjab",5 Marla,4,4,17000000
46980435,House,"Thokar Niaz Baig, Lahore, Punjab",3.5 Marla,4,3,9000000
47326356,House,"Kahna, Lahore, Punjab",5 Marla,5,4,9500000
47326354,House,"Kahna, Lahore, Punjab",5 Marla,5,4,9500000
47326357,House,"Kahna, Lahore, Punjab",5 Marla,5,4,9500000
47310604,House,"Rehan Garden, Lahore, Punjab",5 Marla,4,4,16500000
47326358,House,"Kahna, Lahore, Punjab",5 Marla,5,4,9500000
46707644,House,"New Chauburji Park, Lahore, Punjab",5.2 Marla,6,5,24500000
47388197,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,85000000
47388257,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,27500000
47003632,House,"Sabzazar Scheme, Lahore, Punjab",5 Marla,6,7,29500000
44799531,Flat,"Jail Road, Lahore, Punjab",2.3 Marla,2,2,5500000
45510434,Flat,"Jail Road, Lahore, Punjab",3.1 Marla,2,2,8500000
46607343,House,"Faisal Town, Lahore, Punjab",5 Marla,4,3,25000000
46965567,House,"New Muslim Town, Lahore, Punjab",2.3 Kanal,6,8,220000000
45510390,Flat,"Lawrence Road, Lahore, Punjab",4.6 Marla,2,2,14000000
47083274,Flat,"Bahria Town, Lahore, Punjab",2 Marla,1,1,6600000
44973676,House,"Allama Iqbal Town, Lahore, Punjab",10 Marla,6,5,57500000
47215109,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,25000000
47215053,Flat,"Askari, Lahore, Punjab",12 Marla,5,4,31000000
44973885,House,"Punjab University Employees Society, Lahore, Punjab",10 Marla,6,5,36500000
47215052,Flat,"Askari, Lahore, Punjab",12 Marla,5,4,31500000
45081572,House,"LDA Avenue, Lahore, Punjab",10 Marla,6,6,37000000
46991361,House,"Izmir Town, Lahore, Punjab",10 Marla,6,6,45500000
45831952,House,"LDA Avenue, Lahore, Punjab",10 Marla,4,3,23000000
47048170,House,"Hamza Town, Lahore, Punjab",4 Marla,3,3,6500000
46850194,House,"Johar Town, Lahore, Punjab",7.5 Marla,6,5,50000000
47036416,House,"Hamza Town, Lahore, Punjab",3 Marla,3,3,7000000
46807824,Flat,"Bahria Town, Lahore, Punjab",1.3 Marla,1,1,3750000
47019120,House,"Khayaban-e-Amin, Lahore, Punjab",5 Marla,1,2,7000000
45044607,House,"Nasheman-e-Iqbal, Lahore, Punjab",5 Marla,5,4,17500000
46802040,Flat,"Johar Town, Lahore, Punjab",1.9 Marla,1,1,4000000
44398596,House,"Valencia Housing Society, Lahore, Punjab",10 Marla,6,6,42500000
47372317,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,98500000
46699041,House,"Lahore Medical Housing Society, Lahore, Punjab",4.5 Marla,4,3,14100000
47215073,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,33000000
47215070,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,33500000
44887676,House,"Punjab University Employees Society, Lahore, Punjab",7 Marla,6,5,27000000
44887969,House,"LDA Avenue, Lahore, Punjab",10 Marla,6,6,34500000
47215185,House,"Askari, Lahore, Punjab",1 Kanal,5,4,70000000
46499147,House,"Cavalry Ground, Lahore, Punjab",1.2 Kanal,5,4,105000000
47097095,House,"DHA Defence, Lahore, Punjab",2 Kanal,6,5,130000000
45802867,House,"Model Town, Lahore, Punjab",1 Kanal,6,5,89000000
47215066,Flat,"Askari, Lahore, Punjab",10 Marla,3,3,34000000
47388224,House,"DHA Defence, Lahore, Punjab",5 Marla,5,5,24000000
47137695,House,"Shadab Garden, Lahore, Punjab",5.2 Marla,3,3,16000000
47388222,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,80500000
47388219,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,80000000
47388217,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,79500000
47388209,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,90000000
47388207,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,89000000
47388208,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,89500000
47013112,House,"Ferozepur Road, Lahore, Punjab",5 Marla,4,3,14600000
46607389,House,"Faisal Town, Lahore, Punjab",5 Marla,4,3,20000000
46174755,House,"DHA Defence, Lahore, Punjab",5 Marla,4,3,29500000
47388216,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,78500000
46014313,House,"Punjab Coop Housing Society, Lahore, Punjab",10 Marla,6,4,43000000
42087689,House,"GT Road, Lahore, Punjab",5 Marla,6,5,14000000
46863696,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,24500000
46565678,House,"Bahria Orchard, Lahore, Punjab",10 Marla,6,5,32500000
47326488,House,"Kahna, Lahore, Punjab",5 Marla,3,2,6500000
47388367,House,"DHA Defence, Lahore, Punjab",1 Kanal,6,5,104100000
47388305,House,"Central Park Housing Scheme, Lahore, Punjab",5 Marla,4,3,17000000
47326487,House,"Kahna, Lahore, Punjab",5 Marla,3,2,6500000
47326486,House,"Kahna, Lahore, Punjab",5 Marla,3,2,6500000
47326485,House,"Kahna, Lahore, Punjab",5 Marla,3,2,6500000
47388399,House,"Divine Gardens, Lahore, Punjab",11 Marla,5,4,36000000
47076856,House,"DHA Defence, Lahore, Punjab",10 Marla,5,4,57000000
46253369,House,"DHA Defence, Lahore, Punjab",7 Marla,4,3,39500000
47082005,House,"DHA 11 Rahbar, Lahore, Punjab",5 Marla,4,3,21500000
46533463,House,"New Lahore City, Lahore, Punjab",5 Marla,4,3,9000000
47388388,House,"Green City, Lahore, Punjab",10 Marla,5,4,27800000
47326377,House,"Kahna, Lahore, Punjab",5 Marla,5,4,9500000
47326378,House,"Kahna, Lahore, Punjab",5 Marla,5,4,9500000
47326376,House,"Kahna, Lahore, Punjab",5 Marla,5,4,9500000
46972081,House,"Bahria Orchard, Lahore, Punjab",10 Marla,6,5,38000000
47041696,House,"Raiwind Road, Lahore, Punjab",1 Kanal,6,6,95000000
47326371,House,"Kahna, Lahore, Punjab",5 Marla,5,4,9500000
47326374,House,"Kahna, Lahore, Punjab",5 Marla,5,4,9500000
47326375,House,"Kahna, Lahore, Punjab",5 Marla,5,4,9500000
47326373,House,"Kahna, Lahore, Punjab",5 Marla,5,4,9500000
47354142,House,"Paragon City, Lahore, Punjab",5 Marla,4,3,24500000
45605943,House,"Samanabad, Lahore, Punjab",4 Marla,4,4,22000000
46988833,House,"Bahria Orchard, Lahore, Punjab",8 Marla,5,4,29500000
47055155,House,"Bahria Orchard, Lahore, Punjab",10 Marla,6,5,35000000
46969672,House,"Bahria Orchard, Lahore, Punjab",10 Marla,5,4,36000000
47388049,House,"Askari, Lahore, Punjab",10 Marla,3,3,40500000
46571088,House,"Al Rehman Garden, Lahore, Punjab",4 Marla,3,3,13800000
47388037,House,"Askari, Lahore, Punjab",10 Marla,3,3,40000000
47388039,House,"Askari, Lahore, Punjab",10 Marla,3,3,40100000
47388042,House,"Askari, Lahore, Punjab",10 Marla,3,3,40200000
47145778,House,"Bahria Town, Lahore, Punjab",6 Marla,2,2,15000000
46566953,House,"EME Society, Lahore, Punjab",1 Kanal,6,5,70000000
46571087,House,"Al Rehman Garden, Lahore, Punjab",5 Marla,4,4,17000000
47175108,House,"Bahria Town, Lahore, Punjab",11 Marla,5,4,32000000
46162461,House,"Eden Avenue Extension, Lahore, Punjab",11 Marla,5,4,32000000
47007144,House,"Military Accounts Housing Society, Lahore, Punjab",8 Marla,6,6,28000000
47012001,House,"Sabzazar Scheme, Lahore, Punjab",10 Marla,6,7,32000000
47015472,House,"Nasheman-e-Iqbal, Lahore, Punjab",10 Marla,5,5,35000000
46905972,House,"Ferozepur Road, Lahore, Punjab",5 Marla,4,4,17500000
45604183,House,"Bahria Town, Lahore, Punjab",10 Marla,5,5,31500000
46905085,House,"Central Park Housing Scheme, Lahore, Punjab",5 Marla,4,4,17500000
46904912,House,"Central Park Housing Scheme, Lahore, Punjab",3.5 Marla,4,3,12500000
47113522,House,"DHA Defence, Lahore, Punjab",5 Marla,4,3,28000000
47357689,House,"DHA Defence, Lahore, Punjab",10 Marla,5,4,52000000
46851073,House,"Central Park Housing Scheme, Lahore, Punjab",3.5 Marla,4,3,12500000
47112974,House,"DHA Defence, Lahore, Punjab",8 Marla,4,4,45000000
47112977,House,"DHA Defence, Lahore, Punjab",5 Marla,4,3,28000000
47236856,House,"Khayaban-e-Amin, Lahore, Punjab",5 Marla,1,2,8700000
47179984,House,"GT Road, Lahore, Punjab",3 Marla,4,3,5500000
46811085,House,"New Lahore City, Lahore, Punjab",5 Marla,4,3,11500000
47391528,House,"Samanabad, Lahore, Punjab",1 Kanal,4,3,80000000
46810624,House,"New Lahore City, Lahore, Punjab",5 Marla,4,3,11500000
46489094,House,"Main Canal Bank Road, Lahore, Punjab",4 Marla,4,4,14500000
45589379,House,"DHA Defence, Lahore, Punjab",10 Marla,5,4,65000000
47388206,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,88500000
47388213,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,78500000
47388200,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,86500000
47388210,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,85000000
46966190,House,"GT Road, Lahore, Punjab",4 Marla,4,3,12500000
47326359,House,"Kahna, Lahore, Punjab",5 Marla,5,4,9500000
46683820,House,"DHA Defence, Lahore, Punjab",2.4 Kanal,6,6,145000000
45129833,House,"Khayaban-e-Amin, Lahore, Punjab",5 Marla,1,2,8200000
46547911,House,"GT Road, Lahore, Punjab",3 Marla,3,3,7500000
44500315,Flat,"Raiwind Road, Lahore, Punjab",8 Marla,2,2,14000000
46967729,Flat,"Gulberg, Lahore, Punjab",2.8 Marla,1,1,32000000
46716389,Flat,"Gulberg, Lahore, Punjab",4 Marla,3,2,22500000
46841890,House,"Khayaban-e-Amin, Lahore, Punjab",5 Marla,1,2,8000000
46743000,House,"Bahria Orchard, Lahore, Punjab",10 Marla,5,5,35000000
47343291,House,"Sheraz Villas, Lahore, Punjab",8 Marla,5,5,21000000
47388215,House,"DHA Defence, Lahore, Punjab",1 Kanal,5,5,79000000
47180870,House,"Eden, Lahore, Punjab",3.5 Marla,2,3,11500000
46725969,House,"Bahria Town, Lahore, Punjab",1 Kanal,6,5,75000000
46768570,House,"Bahria Town, Lahore, Punjab",11 Marla,6,5,35000000
